,location_id,lat,lng,competitor_count_1500m,nearest_competitor_m,poi_count_1500m,nearest_poi_m,poi_restaurant_count_1500m,nearest_poi_restaurant_m,poi_bank_count_1500m,nearest_poi_bank_m,poi_school_count_1500m,nearest_poi_school_m,poi_bus_stop_count_1500m,nearest_poi_bus_stop_m,poi_park_count_1500m,nearest_poi_park_m,poi_pharmacy_count_1500m,nearest_poi_pharmacy_m,poi_hospital_count_1500m,nearest_poi_hospital_m,poi_mall_count_1500m,nearest_poi_mall_m,building_count_1500m,residential_ratio_1500m,population_1500m,signals_1500m,unique_users_1500m
54,861e23207ffffff,50.412682882900725,18.9084400235664,1,898.7379886347433,1,1158.5918170475397,0,3023.4464906750136,0,3854.50369942704,0,4082.57360656371,0,6445.797849831707,1,1158.5918170475397,0,4163.365157662888,0,5039.55967770768,0,10488.00771612873,2438,0.5574241181296145,7834,19572.0,380.0
55,861e2e49fffffff,50.113771647277375,19.410987290799902,0,3055.493314218022,0,2590.3765713795683,0,18149.488308392178,0,3241.532293147404,0,2590.3765713795683,0,4152.704246257794,0,6251.05789503743,0,3368.6498128938006,0,2932.0193125728,0,3129.408887473252,732,0.644808743169399,2801,8820.0,115.0
56,861e05b2fffffff,50.079276943510266,19.58441023342256,0,10062.124044209808,0,4246.777936762325,0,17664.983270214536,0,13976.980911278146,0,10127.206885884254,0,6246.889817053147,0,4246.777936762325,0,6845.028911976627,0,12760.97937176212,0,14068.932776227191,659,0.582701062215478,1080,1154.0,72.0
57,861e23237ffffff,50.429352618901795,18.82126462390581,0,3262.0426536349464,0,1592.4317900659512,0,2893.488966870873,0,3158.3549480982447,0,3548.0810814427196,0,6253.436556969419,0,6583.541644130597,0,1684.5011818552566,0,1592.4317900659512,0,5644.700333168835,2160,0.6324074074074074,5781,11427.0,291.0
58,861e2e59fffffff,50.23819053522867,19.290586983412364,0,9877.463935427111,0,3560.886202685395,0,10371.961142287653,0,4227.387603900271,0,8732.074985028366,0,4454.1564000731505,0,3560.886202685395,0,10189.050116579192,0,4248.501774535275,0,13833.197856802059,1665,0.6948948948948949,5751,10795.0,293.0
59,861e2e46fffffff,50.33194490498717,19.8324603247012,0,14486.568694715223,0,3371.807397463708,0,10452.017256933761,0,19282.33481631273,0,12036.309293958127,0,7980.416287530708,0,3371.807397463708,0,5599.4384295585605,0,27581.981054015134,0,29185.113912551944,399,0.3634085213032581,408,67.0,5.0
60,861e2e477ffffff,50.31307956232763,19.675088040785024,0,8604.727080675328,0,8571.158576212521,0,9149.879588198553,0,8659.442556658407,0,8571.158576212521,0,8861.366751429856,0,13735.351656582827,0,15687.44888222177,0,26224.63556789779,0,26654.407009199953,728,0.37225274725274726,930,1040.0,22.0
61,861e2e5a7ffffff,50.345291284703606,19.256846188661655,0,4098.078835682598,0,2367.1268995743326,0,3474.5005775229774,0,2425.6842994626654,0,6719.0563931382985,0,4227.245205151716,0,3827.0659250029694,0,2367.1268995743326,0,9728.641021030022,0,10383.228781361631,1350,0.3459259259259259,2037,19966.0,426.0
62,861e05b07ffffff,50.042797195482805,19.51436526230921,0,13837.881455756813,0,2767.543491355085,0,23027.71111955172,0,7537.113542027315,0,7274.215747705098,0,6805.0721688235635,0,10495.111016328947,0,2767.543491355085,0,12086.509771538174,0,13171.139491286718,304,0.3223684210526316,293,1104.0,18.0
63,861e2320fffffff,50.39594183761865,18.99558626784802,0,3813.7220621532647,1,1417.8620899069383,0,8235.152586664537,0,7419.439997709068,0,1911.256214999743,0,2550.4186874594434,0,6549.583929442683,1,1417.8620899069383,0,8039.225145431037,0,12453.38823139045,1400,0.6135714285714285,2310,8332.0,323.0
64,861e2e44fffffff,50.278304195285465,19.848922364634095,0,11987.506881399651,0,4507.729006620549,0,6180.563748434224,0,17040.69721835751,0,6582.615398293174,0,4507.729006620549,0,8959.33525143745,0,10891.378029755344,0,21532.17537618772,0,23231.709419511175,442,0.3416289592760181,445,542.0,12.0
65,861e059afffffff,50.07154630304996,18.854517224978892,0,8643.801091898209,0,8553.053722997243,0,11021.576804099584,0,8553.053722997243,0,12421.84515114552,0,10081.534207635403,0,10702.80177873021,0,11276.977324087187,0,11078.63434888322,0,9841.799854537116,222,0.5720720720720721,356,346.0,9.0
66,861e2e6afffffff,50.0818889773793,20.071461003974775,0,3443.6296697292937,1,1030.6254436580602,0,1915.4119365014242,0,2628.169284896903,0,2598.6429644233704,1,1030.6254436580602,0,6417.389676667507,0,2850.272203607245,0,2535.9074793209957,0,6458.766896654978,1454,0.25997248968363135,1833,8778.0,380.0
67,861e05b27ffffff,50.09655965175439,19.497714557451154,0,9072.428651331913,0,3736.3753121125587,0,18244.47609304699,0,8383.480732192247,0,6154.8609580315715,0,4368.83289703865,0,7615.969749779697,0,3736.3753121125587,0,6602.178987761316,0,7856.850732312746,191,0.6178010471204188,289,56.0,14.0
68,861e2e497ffffff,50.13091288106167,19.324228813836243,0,3057.9687666465493,0,2910.181512951859,0,12796.538940884839,0,5908.67500328596,0,5307.514698962793,0,9510.222766045465,0,10213.414678594292,0,2910.181512951859,0,5427.844020804682,0,6483.3329330905935,4,0.75,0,48.0,2.0
69,861e2e097ffffff,50.38554144672642,19.815973958472142,0,18701.350369150074,0,4036.5408978673668,0,15937.574438148213,0,18717.296283042404,0,14507.450180000724,0,13445.934122916542,0,4036.5408978673668,0,4233.773610863532,0,33636.872555549104,0,35176.13669775823,686,0.44169096209912534,802,771.0,47.0
70,861e2e427ffffff,50.347571061293756,19.501123342586094,0,5936.586985419574,0,4370.596085955206,0,12265.021962001218,0,4370.596085955206,0,8344.644832844153,0,10408.756867338516,0,12343.496888358126,0,16726.76571007299,0,23040.348381700947,0,23704.117240374908,0,0.0,0,0.0,0.0
71,861e23387ffffff,50.40915432219782,18.66417841184265,0,3740.261987256796,0,1877.5438982320288,0,1877.5438982320288,0,10213.78488123264,0,10613.568522063637,0,3144.046085310848,0,10194.761996262088,0,11710.312624966547,0,10645.628406063786,0,12529.185769890888,125,0.504,165,288.0,17.0
72,861e23257ffffff,50.37912952646621,19.082702968369123,0,7878.43917611684,0,4390.444815614108,0,6478.32715843444,0,11864.047255753774,0,6450.196655127916,0,4390.444815614108,0,10516.037166215776,0,5099.21592436327,0,6742.027787271911,0,7459.285188990004,2117,0.5181861124232404,3139,4396.0,122.0
73,861e05857ffffff,50.00390863559737,19.201296636207708,0,4301.504703041457,0,3795.5236725109867,0,9173.714006263694,0,15869.912246170805,0,16574.663434279697,0,7604.549314892081,0,5797.801735585352,0,3795.5236725109867,0,19286.37486311526,0,3833.1717405236736,1140,0.5868421052631579,2135,4290.0,167.0
74,861e05987ffffff,50.034644353105286,18.784923631119376,0,7887.196555424134,0,6203.874954541199,0,16437.30968032175,0,8203.39537585662,0,7048.852019660945,0,7023.744984474303,0,6255.853706755743,0,6203.874954541199,0,17415.398104664455,0,7249.888428755365,1324,0.6359516616314199,3705,5710.0,204.0
75,861e2e71fffffff,50.2432453735391,20.022623263986656,0,13905.251570329394,0,4223.55072774924,0,4495.67530013868,0,4223.55072774924,0,5539.8442643945855,0,8948.652346470762,0,17564.030264257242,0,12745.465967684457,0,17728.23307036039,0,17563.935628436793,548,0.3795620437956204,511,726.0,16.0
76,861e05b4fffffff,50.02700504600307,19.84430392647518,0,2846.606121447964,1,843.1732008319561,0,3734.511475009394,0,8451.134391717549,0,6906.694208956557,1,843.1732008319561,0,2972.695666737991,0,4894.68580248475,0,6145.589448172175,0,4226.1058970956865,978,0.7014314928425358,1799,2379.0,215.0
77,861e2e557ffffff,50.383915789142975,19.571457945243875,0,8367.024892909569,0,4751.252621764432,0,7940.071155914723,0,4751.252621764432,0,10567.79934194046,0,13058.549888550304,0,13500.819548553742,0,21473.06788280664,0,29225.796652054225,0,29167.156637710224,1174,0.5604770017035775,1801,2676.0,63.0
78,861e2e687ffffff,50.04569345756754,20.001127204046796,1,1249.4746645700072,1,26.86603418225933,0,2055.6653928864603,0,3435.409561538692,0,2798.40979693686,0,2042.3732142084857,1,26.86603418225933,0,4444.315471778301,0,3688.9754842369784,0,2172.492953486464,1936,0.4555785123966942,16833,49594.0,836.0
79,861e2e7b7ffffff,50.18837050755498,19.79500732205176,0,6904.541252728466,0,4168.805675840797,0,6262.47061918225,0,14574.433556926175,0,4168.805675840797,0,4237.120715301442,0,15491.087399927193,0,14362.819562272081,0,14709.014491355741,0,17421.176185499375,1162,0.5963855421686747,2013,2210.0,108.0
80,861e233afffffff,50.44595100311457,18.73406045804774,0,4887.093157302571,0,3628.1978077737103,0,8292.740756551262,0,8887.102806802353,0,9591.165838490771,0,3628.1978077737103,0,9946.694334156393,0,6505.4132902375195,0,5160.0430792928355,0,6101.98221624193,86,0.5116279069767442,138,38.0,4.0
81,861e232efffffff,50.325659342989745,19.099719564144404,0,1814.4494890706305,3,659.6248927258105,1,659.6248927258105,0,9042.711900803477,0,2392.4358400009564,0,1872.2229576907137,0,4611.602453768244,1,1477.6099896121243,1,1479.2472753018872,0,1701.8681637458844,1123,0.5316117542297417,12419,48758.0,856.0
82,861e0582fffffff,50.07463076470902,19.097712173039774,0,5817.2739761009225,0,3501.787992716714,0,4670.1839710601635,0,10163.390556347938,0,10577.426788084214,0,3501.787992716714,0,9267.923584458193,0,6625.914308750378,0,8655.299528748328,0,9187.830355660073,1188,0.6035353535353535,3437,16270.0,172.0
83,861e0595fffffff,50.11133558436149,19.16753679187565,0,2405.5458970127484,0,2383.7416814682233,0,3237.5515776544253,0,4106.842654388218,0,12623.546307076556,0,2383.7416814682233,0,12971.74364159405,0,8698.037516574288,0,12405.672859071465,0,8802.067516140994,1240,0.5830645161290322,2598,2939.0,82.0
